Age group,Term,Freq
16 - 24,"""softening"" (2.11%)",0.200560717
25 - 34,"""softening"" (2.11%)",-0.424835434
35 - 44,"""softening"" (2.11%)",-0.523750132
45 - 54,"""softening"" (2.11%)",0.998259889
55 - 65,"""softening"" (2.11%)",0.902535988
16 - 24,"""soothing"" (21.06%)",1.406220297
25 - 34,"""soothing"" (21.06%)",0.490313911
35 - 44,"""soothing"" (21.06%)",-0.313800903
45 - 54,"""soothing"" (21.06%)",-0.686439476
55 - 65,"""soothing"" (21.06%)",-0.578570415
16 - 24,"""strawberry"" (3.44%)",1.085033316
25 - 34,"""strawberry"" (3.44%)",-0.12329924
35 - 44,"""strawberry"" (3.44%)",-0.378117671
45 - 54,"""strawberry"" (3.44%)",-0.419217418
55 - 65,"""strawberry"" (3.44%)",-0.493196962
16 - 24,"""sun protection"" (21.70%)",0.678745468
25 - 34,"""sun protection"" (21.70%)",0.287161544
35 - 44,"""sun protection"" (21.70%)",0.551946864
45 - 54,"""sun protection"" (21.70%)",-0.496006304
55 - 65,"""sun protection"" (21.70%)",-1.350032195
16 - 24,"""sun screen"" (4.87%)",0.599008381
25 - 34,"""sun screen"" (4.87%)",0.124409433
35 - 44,"""sun screen"" (4.87%)",0.456167921
45 - 54,"""sun screen"" (4.87%)",-0.493029975
55 - 65,"""sun screen"" (4.87%)",-0.930766869
16 - 24,"""sunblock"" (7.29%)",1.170517423
25 - 34,"""sunblock"" (7.29%)",0.477918686
35 - 44,"""sunblock"" (7.29%)",0.084338592
45 - 54,"""sunblock"" (7.29%)",-0.600593001
55 - 65,"""sunblock"" (7.29%)",-1.129625985
16 - 24,"""supple"" (8.59%)",1.164016347
25 - 34,"""supple"" (8.59%)",0.768842206
35 - 44,"""supple"" (8.59%)",0.118283416
45 - 54,"""supple"" (8.59%)",-0.865619547
55 - 65,"""supple"" (8.59%)",-1.233911093
16 - 24,"""tinted moisturizer"" (7.53%)",1.255143265
25 - 34,"""tinted moisturizer"" (7.53%)",0.850653736
35 - 44,"""tinted moisturizer"" (7.53%)",-0.078446454
45 - 54,"""tinted moisturizer"" (7.53%)",-0.811430509
55 - 65,"""tinted moisturizer"" (7.53%)",-1.196308424
16 - 24,"""tinted sunscreen"" (8.72%)",1.402041259
25 - 34,"""tinted sunscreen"" (8.72%)",0.818438679
35 - 44,"""tinted sunscreen"" (8.72%)",-0.19763434
45 - 54,"""tinted sunscreen"" (8.72%)",-0.79053736
55 - 65,"""tinted sunscreen"" (8.72%)",-1.109077414
16 - 24,"""tinted"" (12.06%)",1.31048487
25 - 34,"""tinted"" (12.06%)",0.898438185
35 - 44,"""tinted"" (12.06%)",-0.055443591
45 - 54,"""tinted"" (12.06%)",-0.888357532
55 - 65,"""tinted"" (12.06%)",-1.234879973
16 - 24,"""travel"" (14.26%)",-1.347720928
25 - 34,"""travel"" (14.26%)",-0.833586368
35 - 44,"""travel"" (14.26%)",0.075291672
45 - 54,"""travel"" (14.26%)",0.837888749
55 - 65,"""travel"" (14.26%)",1.194986393
16 - 24,"""tretinoin"" (3.84%)",1.266501026
25 - 34,"""tretinoin"" (3.84%)",0.654210092
35 - 44,"""tretinoin"" (3.84%)",-0.307238482
45 - 54,"""tretinoin"" (3.84%)",-1.051096064
55 - 65,"""tretinoin"" (3.84%)",-1.121939643
16 - 24,"""ultra"" (5.83%)",1.33818618
25 - 34,"""ultra"" (5.83%)",0.613123668
35 - 44,"""ultra"" (5.83%)",-0.388903716
45 - 54,"""ultra"" (5.83%)",-0.742427984
55 - 65,"""ultra"" (5.83%)",-1.228805321
16 - 24,"""unscented"" (23.21%)",1.132157187
25 - 34,"""unscented"" (23.21%)",0.816229521
35 - 44,"""unscented"" (23.21%)",0.169424931
45 - 54,"""unscented"" (23.21%)",-0.848121273
55 - 65,"""unscented"" (23.21%)",-1.379318263
16 - 24,"""uv"" (2.35%)",0.943242218
25 - 34,"""uv"" (2.35%)",0.294763193
35 - 44,"""uv"" (2.35%)",-0.460902448
45 - 54,"""uv"" (2.35%)",-1.270161396
55 - 65,"""uv"" (2.35%)",-1.457737974
16 - 24,"""vacation"" (3.38%)",-0.407967418
25 - 34,"""vacation"" (3.38%)",-0.003708795
35 - 44,"""vacation"" (3.38%)",0.893819525
45 - 54,"""vacation"" (3.38%)",-0.530357643
55 - 65,"""vacation"" (3.38%)",-0.393132239
16 - 24,"""vanilla"" (3.32%)",0.396862697
25 - 34,"""vanilla"" (3.32%)",0.377019562
35 - 44,"""vanilla"" (3.32%)",-0.661437828
45 - 54,"""vanilla"" (3.32%)",-0.03968627
55 - 65,"""vanilla"" (3.32%)",0.42332021
16 - 24,"""vaseline"" (4.60%)",1.223185679
25 - 34,"""vaseline"" (4.60%)",0.61596136
35 - 44,"""vaseline"" (4.60%)",0.14852969
45 - 54,"""vaseline"" (4.60%)",-0.685857684
55 - 65,"""vaseline"" (4.60%)",-1.397926491
16 - 24,"""vitamin"" (13.62%)",1.340418484
25 - 34,"""vitamin"" (13.62%)",0.863110795
35 - 44,"""vitamin"" (13.62%)",-0.019784775
45 - 54,"""vitamin"" (13.62%)",-0.922465119
55 - 65,"""vitamin"" (13.62%)",-1.221709836
16 - 24,"""waterproof"" (5.35%)",1.001988972
25 - 34,"""waterproof"" (5.35%)",0.40778621
35 - 44,"""waterproof"" (5.35%)",0.36506575
45 - 54,"""waterproof"" (5.35%)",-0.687411039
55 - 65,"""waterproof"" (5.35%)",-1.266079089
16 - 24,"""witch hazel"" (1.56%)",0.874588684
25 - 34,"""witch hazel"" (1.56%)",0.288937077
35 - 44,"""witch hazel"" (1.56%)",-0.612966398
45 - 54,"""witch hazel"" (1.56%)",-0.437270916
55 - 65,"""witch hazel"" (1.56%)",-0.203010273
16 - 24,"""wow"" (9.73%)",1.122292735
25 - 34,"""wow"" (9.73%)",0.956239218
35 - 44,"""wow"" (9.73%)",-0.071574792
45 - 54,"""wow"" (9.73%)",-0.887527418
55 - 65,"""wow"" (9.73%)",-1.110840769
16 - 24,"""wrinkles"" (34.22%)",0.57899465
25 - 34,"""wrinkles"" (34.22%)",0.322081439
35 - 44,"""wrinkles"" (34.22%)",0.214303215
45 - 54,"""wrinkles"" (34.22%)",-0.703064932
55 - 65,"""wrinkles"" (34.22%)",-0.448658192
16 - 24,"""zinc oxide"" (3.04%)",1.057168803
25 - 34,"""zinc oxide"" (3.04%)",0.537314889
35 - 44,"""zinc oxide"" (3.04%)",-0.158371966
45 - 54,"""zinc oxide"" (3.04%)",-0.655291148
55 - 65,"""zinc oxide"" (3.04%)",-1.419782198
